Date,Open,High,Low,Close,Volume,Adj Close
1962-04-13,510.5,518.0,510.0,518.0,627200,2.047363
1962-04-16,518.0,521.5,512.0,517.5,507200,2.045387
1962-04-17,517.5,520.0,515.0,520.0,299200,2.055268
1962-04-18,520.0,524.5,518.5,519.0,424000,2.051315
1962-04-19,519.0,521.0,517.0,519.0,387200,2.051315
1962-04-23,519.0,519.5,516.5,518.5,312000,2.049339
1962-04-24,518.5,521.75,517.5,518.0,456000,2.047363
1962-04-25,518.0,520.0,512.5,512.5,459200,2.025625
1962-04-26,512.0,512.0,499.5,499.5,928000,1.974243
1962-04-27,499.5,505.0,480.0,485.5,1632000,1.918909
1962-04-30,485.5,490.0,450.0,454.0,2344000,1.794407
1962-05-01,454.0,464.5,430.0,462.0,5315200,1.826026
1962-05-02,470.0,484.0,470.0,472.5,2555200,1.867527
1962-05-03,472.5,484.0,469.0,482.25,1360000,1.906063
1962-05-04,482.25,486.0,477.5,486.0,779200,1.920885
1962-05-07,486.0,489.75,475.25,475.25,827200,1.878396
1962-05-08,474.63,474.63,459.5,459.5,1032000,1.816432
1962-05-09,459.5,463.75,450.0,451.0,1600000,1.782831
1962-05-10,451.0,459.75,449.0,453.0,1907200,1.790737
1962-05-11,453.0,460.0,444.0,446.0,1896000,1.763066
1962-05-14,446.0,454.5,438.25,454.5,2728000,1.796667
1962-05-15,454.5,463.0,452.0,452.0,1683200,1.786784
1962-05-16,452.0,459.5,452.0,457.0,880000,1.806549
1962-05-17,457.0,457.0,447.0,449.0,971200,1.774925
1962-05-18,449.0,451.5,445.5,451.5,731200,1.784807
1962-05-21,451.5,451.5,446.0,450.0,395200,1.778878
1962-05-22,449.5,449.5,435.0,435.0,1000000,1.719582
1962-05-23,435.0,438.0,415.25,415.25,2891200,1.641509
1962-05-24,415.25,426.0,398.0,398.0,4152000,1.573319
1962-05-25,398.0,407.0,388.0,398.5,4299200,1.575295
1962-05-28,397.0,397.0,355.0,361.0,4320000,1.427055
1962-05-29,365.5,387.0,365.5,383.0,3856000,1.514023
1962-05-31,390.0,400.0,390.0,392.5,4128000,1.551577
1962-06-01,391.0,391.0,382.75,385.0,2411200,1.521929
1962-06-04,380.0,380.0,360.0,360.0,1811200,1.423102
1962-06-05,360.0,374.0,353.0,364.13,3160000,1.439409
1962-06-06,364.13,376.0,362.0,365.5,2880000,1.444844
1962-06-07,368.0,374.0,368.0,370.0,1227200,1.462633
1962-06-08,370.25,376.0,370.25,371.25,1168000,1.467574
1962-06-11,371.25,372.0,358.5,359.0,1187200,1.419149
1962-06-12,355.0,355.0,335.12,335.12,3328000,1.32477
1962-06-13,335.12,343.0,322.25,322.63,4384000,1.275357
1962-06-14,322.63,331.75,300.0,306.0,6675200,1.209637
1962-06-15,306.0,334.5,300.5,333.5,6328000,1.318346
1962-06-18,333.5,339.75,317.5,329.75,4768000,1.303522
1962-06-19,329.75,336.0,326.0,336.0,2104000,1.328229
1962-06-20,336.0,342.75,328.0,328.0,3059200,1.296604
1962-06-21,324.0,324.0,315.25,315.75,3707200,1.248179
1962-06-22,315.75,321.5,310.5,320.0,3371200,1.26498
1962-06-25,320.0,336.0,315.5,332.5,3792000,1.314393
1962-06-26,332.5,339.0,320.0,320.0,3227200,1.26498
1962-06-27,320.5,333.0,320.5,333.0,2955200,1.31637
1962-06-28,335.25,348.5,335.25,344.0,4083200,1.359853
1962-06-29,344.0,347.5,338.25,339.25,2824000,1.341076
1962-07-02,339.25,350.0,338.5,350.0,1392000,1.383572
1962-07-03,350.0,353.75,348.0,351.5,2584000,1.389501
1962-07-05,351.5,353.0,348.75,350.0,2016000,1.383572
1962-07-06,346.0,346.0,342.0,345.0,1624000,1.363806
1962-07-09,345.0,350.5,341.0,350.25,1888000,1.38456
1962-07-10,356.25,361.75,356.25,358.75,3048000,1.418161
1962-07-11,358.75,374.5,357.25,374.38,3312000,1.479928
1962-07-12,375.25,389.75,375.25,379.0,3299200,1.49821
1962-07-13,379.0,381.5,372.5,376.25,2104000,1.48734
1962-07-16,376.25,382.5,372.5,382.5,1656000,1.512046
1962-07-17,382.5,384.5,370.0,370.12,1707200,1.463127
1962-07-18,370.12,372.0,362.0,365.25,2435200,1.443856
1962-07-19,367.25,376.0,367.25,367.5,2195200,1.45275
1962-07-20,368.5,374.0,368.5,372.0,675200,1.470539
1962-07-23,372.0,377.0,371.5,373.0,840000,1.474492
1962-07-24,371.0,371.0,363.25,363.25,888000,1.43595
1962-07-25,363.25,368.5,358.75,367.5,1875200,1.45275
1962-07-26,369.25,373.0,369.25,369.5,947200,1.460656
1962-07-27,369.5,375.88,369.25,375.88,947200,1.485857
1962-07-30,378.25,387.37,378.25,387.37,2848000,1.531317
1962-07-31,387.37,393.5,387.0,387.0,2771200,1.529835
1962-08-01,386.0,386.0,376.25,376.25,1216000,1.48734
1962-08-02,376.5,385.75,376.5,385.75,1488000,1.524894
1962-08-03,385.75,387.5,382.0,385.0,947200,1.521929
1962-08-06,385.0,386.5,379.5,380.0,6603200,1.502164
1962-08-07,379.62,379.62,373.25,373.25,915200,1.475771
1962-08-08,373.25,383.0,370.5,381.75,1576000,1.509379
1962-08-09,381.5,381.5,375.12,376.5,1288000,1.488621
1962-08-10,376.5,379.75,375.12,375.75,976000,1.485656
1962-08-13,376.0,379.75,376.0,378.75,1019200,1.497518
1962-08-14,378.75,386.0,378.12,386.0,1896000,1.526183
1962-08-15,386.5,394.25,386.5,386.5,2344000,1.52816
1962-08-16,386.5,392.75,385.75,386.25,1272000,1.527171
1962-08-17,386.25,391.5,386.0,389.5,888000,1.540021
1962-08-20,391.5,397.25,391.5,393.75,1803200,1.556825
1962-08-21,393.75,398.0,392.0,392.75,1296000,1.552871
1962-08-22,393.5,411.5,393.5,409.0,3304000,1.617121
1962-08-23,409.0,414.75,407.25,410.5,2920000,1.623052
1962-08-24,410.5,411.0,407.5,409.0,1248000,1.617121
1962-08-27,409.0,411.75,407.5,408.0,912000,1.613168
1962-08-28,407.75,407.75,393.5,393.5,2747200,1.555837
1962-08-29,393.5,396.0,388.25,391.0,2520000,1.545952
1962-08-30,391.0,394.5,387.0,387.75,947200,1.533102
1962-08-31,388.5,397.75,388.5,396.25,1227200,1.56671
1962-09-04,396.25,401.5,386.0,387.5,1624000,1.532114
1962-09-05,387.5,392.0,381.5,383.0,2248000,1.514321
1962-09-06,383.0,388.87,381.0,388.0,1811200,1.534091
1962-09-07,388.0,390.87,382.25,382.25,1320000,1.511356
1962-09-10,382.25,386.75,377.5,384.25,1803200,1.519264
1962-09-11,384.25,387.75,381.0,382.0,1539200,1.510368
1962-09-12,382.5,386.5,382.5,383.62,1299200,1.516793
1962-09-13,383.62,386.5,383.38,383.5,843200,1.516298
1962-09-14,383.5,389.0,383.0,388.25,1091200,1.535079
1962-09-17,389.0,395.75,389.0,395.0,1456000,1.561768
1962-09-18,395.0,399.87,391.5,392.0,2280000,1.549906
1962-09-19,392.0,393.5,386.25,386.25,1467200,1.527171
1962-09-20,386.25,389.5,382.25,382.75,880000,1.513333
1962-09-21,382.5,382.5,375.5,376.75,2136000,1.48961
1962-09-24,372.5,372.5,361.75,362.0,2619200,1.431291
1962-09-25,362.0,369.25,359.0,369.25,2440000,1.459956
1962-09-26,369.25,369.75,355.5,355.5,2051200,1.405591
1962-09-27,355.5,359.75,348.5,350.0,2880000,1.383845
1962-09-28,350.25,356.5,350.25,353.5,1416000,1.397683
1962-10-01,353.5,353.5,340.25,340.38,1848000,1.345789
1962-10-02,343.25,351.25,343.25,350.37,2832000,1.385327
1962-10-03,350.37,356.0,347.0,348.5,1800000,1.377914
1962-10-04,348.5,358.0,347.0,357.75,1299200,1.414487
1962-10-05,357.75,361.87,355.25,360.25,1739200,1.424372
1962-10-08,360.25,361.5,359.0,359.75,635200,1.422395
1962-10-09,361.0,367.5,361.0,366.25,1179200,1.448095
1962-10-10,366.25,371.75,357.25,359.13,1811200,1.419924
1962-10-11,359.13,363.5,355.25,356.0,1360000,1.407568
1962-10-12,356.0,356.75,352.0,355.25,1035200,1.404602
1962-10-15,357.0,367.0,357.0,367.0,928000,1.45106
1962-10-16,367.0,368.5,357.5,357.5,1259200,1.413499
1962-10-17,357.5,365.0,355.5,361.5,1379200,1.429314
1962-10-18,361.5,364.0,355.13,355.13,976000,1.404108
1962-10-19,355.13,356.0,348.0,348.13,2368000,1.376431
1962-10-22,344.88,344.88,338.75,343.0,2739200,1.356168
1962-10-23,343.0,343.0,330.0,330.0,2520000,1.304768
1962-10-24,330.0,340.0,322.0,340.0,3688000,1.344306
1962-10-25,340.0,340.5,332.0,338.5,2675200,1.338375
1962-10-26,337.0,337.0,329.25,331.5,1547200,1.310699
1962-10-29,338.0,344.75,338.0,344.5,3520000,1.362099
1962-10-30,344.5,352.0,341.12,351.75,2643200,1.390764
1962-10-31,351.0,351.0,344.25,346.0,1176000,1.368029
1962-11-01,346.0,352.0,342.0,352.0,1992000,1.391752
1962-11-02,352.0,369.88,347.0,357.25,3131200,1.41251
1962-11-05,359.25,364.25,359.25,361.5,1728000,1.429614
1962-11-07,361.5,366.5,356.0,361.25,1744000,1.428625
1962-11-08,361.25,365.0,355.25,355.25,1272000,1.404897
1962-11-09,357.0,361.5,357.0,361.25,1096000,1.428625
1962-11-12,365.5,374.0,365.5,373.5,2171200,1.47707
1962-11-13,373.5,375.5,366.75,366.75,2112000,1.450376
1962-11-14,367.25,375.5,367.25,374.5,1840000,1.481025
1962-11-15,374.5,379.38,372.5,372.5,2080000,1.473115
1962-11-16,372.5,378.5,369.0,378.5,1499200,1.496843
1962-11-19,378.5,378.5,372.0,372.0,936000,1.471138
1962-11-20,374.0,378.38,374.0,376.38,1120000,1.48844
1962-11-21,376.38,379.75,374.5,377.25,1595200,1.4919
1962-11-23,377.25,388.0,375.25,388.0,2763200,1.534413
1962-11-26,388.0,394.75,386.5,388.75,2139200,1.537379
1962-11-27,388.75,395.75,386.5,394.75,1728000,1.561107
1962-11-28,395.5,401.0,395.5,397.5,2656000,1.571982
1962-11-29,397.5,401.0,396.75,401.0,1752000,1.585824
1962-11-30,401.0,401.75,397.25,398.5,1299200,1.575937
1962-12-03,394.5,394.5,390.25,391.5,1288000,1.548254
1962-12-04,392.5,400.87,392.5,400.25,1755200,1.582858
1962-12-05,400.25,406.0,398.75,398.75,2139200,1.576926
1962-12-06,398.75,403.75,398.0,398.5,1384000,1.575937
1962-12-07,398.5,402.75,397.5,397.5,1115200,1.571982
1962-12-10,397.5,400.75,389.0,389.0,1475200,1.538368
1962-12-11,389.0,392.5,386.25,387.5,1128000,1.532436
1962-12-12,389.5,394.5,389.5,393.75,768000,1.557152
1962-12-13,393.75,395.75,387.5,388.0,1120000,1.534413
1962-12-14,388.0,390.75,385.5,389.5,995200,1.540345
1962-12-17,389.5,392.0,384.0,385.0,904000,1.522549
1962-12-18,385.0,388.25,381.5,382.25,875200,1.511674
1962-12-19,382.25,392.5,382.25,392.13,963200,1.550726
1962-12-20,392.13,397.0,392.13,392.13,1272000,1.550726
1962-12-21,392.13,393.5,385.25,385.25,899200,1.523538
1962-12-24,387.87,394.0,387.87,394.0,675200,1.558141
1962-12-26,394.0,397.0,392.25,393.75,723200,1.557152
1962-12-27,393.75,395.75,389.5,391.0,784000,1.546277
1962-12-28,391.0,393.0,390.5,392.5,579200,1.552209
1962-12-31,392.5,394.75,389.5,390.0,1048000,1.542322
1963-01-02,390.0,390.0,384.25,384.75,2387200,1.52156
1963-01-03,385.5,396.5,385.5,396.5,1120000,1.568028
1963-01-04,397.0,400.75,397.0,397.0,1536000,1.570005
1963-01-07,397.0,400.75,393.0,393.75,880000,1.557152
1963-01-08,397.0,403.5,397.0,403.5,1803200,1.59571
1963-01-09,403.5,407.5,401.25,403.75,1907200,1.596699
1963-01-10,404.75,409.0,404.75,406.5,1547200,1.607574
1963-01-11,406.5,407.75,404.0,407.75,1347200,1.612518
1963-01-14,407.75,414.75,407.75,414.25,2472000,1.638223
1963-01-15,414.25,418.0,412.5,415.0,2080000,1.641189
1963-01-16,414.5,414.5,407.0,408.5,1264000,1.615484
1963-01-17,409.25,414.75,409.25,413.75,1211200,1.636246
1963-01-18,413.75,415.5,410.5,412.5,851200,1.631302
1963-01-21,412.5,414.0,408.5,414.0,875200,1.637234
1963-01-22,414.0,418.75,414.0,414.75,928000,1.6402
1963-01-23,414.75,416.5,413.5,414.25,659200,1.638223
1963-01-24,414.25,418.5,414.0,416.0,928000,1.645144
1963-01-25,416.0,418.5,414.0,418.5,696000,1.65503
1963-01-28,419.75,424.5,419.75,424.5,1587200,1.678758
1963-01-29,424.5,424.5,421.5,421.75,736000,1.667883
1963-01-30,421.75,422.25,418.0,419.5,720000,1.658985
1963-01-31,419.5,424.0,418.0,423.75,995200,1.675792
1963-02-01,423.75,424.87,423.0,423.75,539200,1.675792
1963-02-04,423.75,424.25,419.75,420.25,627200,1.661951
1963-02-05,420.25,421.75,417.5,421.0,760000,1.665312
1963-02-06,421.0,423.75,418.25,418.25,699200,1.654435
1963-02-07,419.0,422.5,419.0,419.0,648000,1.657401
1963-02-08,419.0,421.5,418.0,420.0,600000,1.661357
1963-02-11,420.0,420.75,417.75,417.75,456000,1.652457
1963-02-12,417.75,418.5,413.25,418.5,912000,1.655423
1963-02-13,418.5,420.0,417.5,417.5,627200,1.651468
1963-02-14,417.62,420.75,417.62,417.75,840000,1.652457
1963-02-15,417.75,419.75,417.5,418.75,568000,1.656412
1963-02-18,418.75,419.5,417.75,417.88,448000,1.652951
1963-02-19,417.88,418.25,414.25,414.5,760000,1.639601
1963-02-20,413.5,413.5,409.5,411.0,899200,1.625756
1963-02-21,411.0,411.0,406.0,410.25,840000,1.62279
1963-02-25,410.0,410.0,404.0,404.0,603200,1.598067
1963-02-26,404.0,409.25,402.75,406.75,808000,1.608945
1963-02-27,406.75,409.12,405.0,405.25,435200,1.603011
1963-02-28,405.25,405.5,399.0,399.75,1120000,1.581256
1963-03-01,399.75,403.5,397.25,397.25,1024000,1.571367
1963-03-04,400.0,404.5,400.0,403.5,747200,1.596089
1963-03-05,403.5,403.5,401.5,401.75,456000,1.589167
1963-03-06,401.75,404.88,400.25,404.88,419200,1.601528
1963-03-07,406.5,409.75,406.5,408.75,720000,1.616856
1963-03-08,408.75,409.75,407.0,408.5,395200,1.615867
1963-03-11,408.5,410.75,408.0,408.25,483200,1.614878
1963-03-12,408.25,409.75,407.25,408.0,347200,1.613889
1963-03-13,408.0,410.25,408.0,408.75,456000,1.616856
1963-03-14,408.75,413.5,407.5,410.0,587200,1.621801
1963-03-15,410.0,413.75,408.5,413.25,507200,1.634656
1963-03-18,413.25,415.5,409.25,409.5,459200,1.619823
1963-03-19,409.5,411.0,408.5,410.0,408000,1.621801
1963-03-20,410.5,415.25,410.5,414.0,491200,1.637623
1963-03-21,414.0,415.0,411.0,411.25,792000,1.626745
1963-03-22,411.25,414.75,411.0,414.25,424000,1.638612
1963-03-25,414.25,415.5,413.5,413.5,480000,1.635645
1963-03-26,414.0,418.0,414.0,416.25,808000,1.646523
1963-03-27,417.75,421.0,417.75,421.0,843200,1.665312
1963-03-28,421.0,423.25,420.0,420.75,819200,1.664324
1963-03-29,420.75,422.25,420.0,421.0,480000,1.665312
1963-04-01,421.0,421.75,420.25,421.0,675200,1.665312
1963-04-02,421.0,422.25,417.5,417.5,555200,1.651468
1963-04-03,418.0,422.75,418.0,422.25,515200,1.670257
1963-04-04,425.0,429.87,425.0,428.87,1296000,1.696463
1963-04-05,429.75,442.0,429.75,442.0,1595200,1.74838
1963-04-08,444.75,450.75,444.75,449.62,1587200,1.778542
1963-04-09,449.62,450.5,443.0,444.75,1235200,1.759258
1963-04-10,444.75,445.75,437.0,442.38,928000,1.749864
1963-04-11,442.38,449.5,440.25,446.25,1275200,1.765192
1963-04-15,446.25,449.0,443.0,446.0,827200,1.764203
1963-04-16,446.0,447.25,442.75,442.75,648000,1.751347
1963-04-17,442.75,443.75,439.5,440.5,480000,1.742447
1963-04-18,440.5,444.0,440.5,440.5,288000,1.742447
1963-04-19,443.0,450.0,443.0,450.0,760000,1.780025
1963-04-22,453.0,459.25,453.0,457.0,1128000,1.807714
1963-04-23,457.0,461.0,455.5,461.0,840000,1.823537
1963-04-24,461.75,466.5,461.75,462.5,851200,1.82947
1963-04-25,462.5,465.0,460.0,464.63,696000,1.837876
1963-04-26,464.63,470.0,462.5,470.0,635200,1.859137
1963-04-29,470.0,474.5,466.5,468.5,520000,1.853204
1963-04-30,468.5,471.0,462.0,463.75,867200,1.834415
1963-05-01,463.75,468.5,462.25,465.0,600000,1.839359
1963-05-02,465.25,469.25,465.25,468.75,363200,1.854193
1963-05-03,468.75,468.87,465.5,465.5,304000,1.841337
1963-05-06,464.75,464.75,458.25,458.25,587200,1.812659
1963-05-07,458.25,462.25,457.5,460.28,539200,1.82109
1963-05-08,461.25,470.0,461.25,470.0,736000,1.859542
1963-05-09,470.0,475.5,470.0,470.5,1120000,1.86152
1963-05-10,470.5,475.0,467.75,475.0,467200,1.879324
1963-05-13,474.75,474.75,470.25,471.25,376000,1.864488
1963-05-14,471.25,472.5,469.0,470.5,448000,1.86152
1963-05-15,470.5,473.25,470.5,472.0,520000,1.867455
1963-05-16,472.0,474.0,469.0,470.0,448000,1.859542
1963-05-17,470.0,474.5,466.25,467.0,456000,1.847673
1963-05-20,467.0,468.5,462.75,462.75,432000,1.830858
1963-05-21,462.75,467.0,462.0,467.0,515200,1.847673
1963-05-22,467.0,474.0,465.5,466.0,336000,1.843716
1963-05-23,466.0,468.0,464.5,464.5,328000,1.837781
1963-05-24,464.5,467.25,462.0,463.0,288000,1.831847
1963-05-27,462.5,462.5,458.0,458.0,456000,1.812064
1963-05-28,459.75,463.75,459.75,460.0,448000,1.819977
1963-05-29,463.0,470.0,463.0,470.0,552000,1.859542
1963-05-31,472.0,478.5,472.0,477.25,1067200,1.888226
1963-06-03,477.25,478.75,473.25,473.25,843200,1.872401
1963-06-04,473.25,477.25,472.0,474.0,579200,1.875368
1963-06-05,474.0,476.0,469.5,470.0,491200,1.859542
1963-06-06,470.0,472.0,468.0,470.0,288000,1.859542
1963-06-07,470.0,470.5,467.75,468.25,360000,1.852618
1963-06-10,468.25,468.25,462.0,462.25,659200,1.828879
1963-06-11,463.0,467.75,463.0,465.0,275200,1.83976
1963-06-12,465.0,469.5,463.0,468.25,552000,1.852618
1963-06-13,468.25,474.0,462.0,463.5,448000,1.833825
1963-06-14,463.5,465.75,462.0,463.25,336000,1.832836
1963-06-17,463.25,463.5,458.5,459.25,424000,1.81701
1963-06-18,459.25,463.5,458.5,458.5,528000,1.814043
1963-06-19,458.5,459.75,456.5,457.0,648000,1.808108
1963-06-20,457.0,457.0,450.25,454.75,1179200,1.799206
1963-06-21,455.0,456.75,455.0,455.5,544000,1.802173
1963-06-24,455.5,457.25,449.0,449.0,779200,1.776456
1963-06-25,449.0,454.5,446.0,446.75,672000,1.767554
1963-06-26,446.75,447.0,438.75,438.75,1240000,1.735902
1963-06-27,438.75,442.25,432.0,434.25,1360000,1.718098
1963-06-28,435.5,438.25,435.5,436.25,648000,1.726011
1963-07-01,436.25,436.25,426.0,426.5,1488000,1.687435
1963-07-02,428.5,438.5,428.5,438.5,1168000,1.734913
1963-07-03,439.25,443.0,439.25,441.75,1024000,1.747772
1963-07-05,442.25,445.0,442.25,445.0,448000,1.76063
1963-07-08,444.0,444.0,435.5,436.0,600000,1.725022
1963-07-09,436.0,443.25,434.25,440.88,648000,1.74431
1963-07-10,440.0,440.0,435.25,437.0,640000,1.728979
1963-07-11,437.0,440.0,434.0,434.0,611200,1.717109
1963-07-12,434.0,436.5,431.5,431.5,568000,1.707218
1963-07-15,431.5,434.0,429.13,432.5,808000,1.711174
1963-07-16,432.5,435.75,432.25,435.25,792000,1.722055
1963-07-17,435.25,439.5,431.75,433.0,808000,1.713153
1963-07-18,433.0,434.75,429.5,429.5,904000,1.699305
1963-07-19,429.5,430.5,428.0,429.25,707200,1.698316
1963-07-22,429.25,430.5,426.5,428.0,600000,1.69337
1963-07-23,428.0,432.5,426.75,426.75,840000,1.688425
1963-07-24,426.75,431.0,425.25,428.5,627200,1.695348
1963-07-25,428.5,432.0,428.5,429.0,544000,1.697327
1963-07-26,429.0,432.0,429.0,431.5,387200,1.707218
1963-07-29,432.0,433.5,432.0,433.0,328000,1.713153
1963-07-30,435.25,443.0,435.25,443.0,1083200,1.752717
1963-07-31,443.0,448.0,434.5,434.5,1139200,1.719087
1963-08-01,434.5,437.25,430.0,435.0,976000,1.721066
1963-08-02,435.0,437.0,432.0,432.0,360000,1.709196
1963-08-05,432.0,437.75,431.5,437.75,400000,1.731946
1963-08-06,437.75,442.0,436.25,441.75,816000,1.74817
1963-08-07,441.75,441.75,437.13,437.13,528000,1.729867
1963-08-08,437.13,441.5,434.5,439.0,507200,1.737287
1963-08-09,439.0,444.5,438.5,443.5,672000,1.755095
1963-08-12,445.0,447.5,445.0,445.5,816000,1.76301
1963-08-13,446.5,454.5,446.5,454.25,1416000,1.797637
1963-08-14,454.25,459.5,450.5,457.0,1320000,1.80852
1963-08-15,457.0,459.0,454.0,454.0,875200,1.796648
1963-08-16,454.0,457.0,452.5,452.5,432000,1.790712
1963-08-19,452.5,455.0,452.0,452.0,304000,1.788733
1963-08-20,452.0,454.0,446.5,446.5,480000,1.766968
1963-08-21,447.25,450.0,447.25,448.75,280000,1.775872
1963-08-22,448.75,452.5,447.5,452.5,491200,1.790712
1963-08-23,452.5,454.0,448.0,448.5,435200,1.774882
1963-08-26,449.5,451.75,449.5,450.0,371200,1.780818
1963-08-27,450.0,450.5,442.0,442.0,555200,1.749159
1963-08-28,442.0,448.0,442.0,443.5,627200,1.755095
1963-08-29,443.5,447.0,442.5,442.5,544000,1.751138
1963-08-30,442.5,445.0,439.5,444.75,672000,1.760042
1963-09-03,445.38,451.75,445.38,447.5,816000,1.770925
1963-09-04,448.0,452.0,448.0,448.0,867200,1.772904
1963-09-05,448.0,452.0,447.0,450.5,576000,1.782797
1963-09-06,451.5,462.5,451.5,458.5,1899200,1.814456
1963-09-09,458.5,462.5,455.0,456.5,899200,1.806541
1963-09-10,456.5,461.0,456.5,458.0,760000,1.812477
1963-09-11,458.0,461.5,457.0,457.0,880000,1.80852
1963-09-12,457.0,458.5,454.5,456.5,539200,1.806541
1963-09-13,456.5,460.5,455.5,455.5,603200,1.802584
1963-09-16,455.5,458.5,455.0,455.0,456000,1.800605
1963-09-17,455.0,459.5,455.0,455.12,664000,1.8011
1963-09-18,455.12,456.75,447.5,450.0,707200,1.780818
1963-09-19,450.12,455.0,450.12,454.25,576000,1.797637
1963-09-20,454.25,458.5,454.0,456.5,603200,1.806541
1963-09-23,456.5,460.25,454.0,454.5,808000,1.798627
1963-09-24,455.0,462.75,455.0,462.5,1096000,1.830285
1963-09-25,462.5,469.0,458.0,458.0,2112000,1.812477
1963-09-26,458.0,460.0,450.25,450.25,1659200,1.781808
1963-09-27,450.25,452.75,447.0,448.5,939200,1.774882
1963-09-30,448.5,452.5,447.0,452.0,640000,1.788733
1963-10-01,452.0,455.5,449.75,449.75,640000,1.779829
1963-10-02,449.75,451.0,448.5,449.25,339200,1.77785
1963-10-03,450.0,457.75,450.0,457.0,376000,1.80852
